unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global,Deeper_shallower
1256,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.81,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Gadus morhua,Atlantic cod,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,13.465,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1257,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.62,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Hippoglossoides platessoides,Long rough dab,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,5.951,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1258,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.06,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Non-bony fish,Taxa,Leucoraja naevus,Cuckoo ray,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,19.986,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,NA,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1259,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.99,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Lophius piscatorius,Anglerfish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,14.049,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1260,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.52,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Lumpenus lampretaeformis,Snake blenny,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,61.1,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,NA,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1261,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.91,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Melanogrammus aeglefinus,Haddock,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,3.999,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,NA,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1262,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,60.13,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Micromesistius poutassou,Blue whiting,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,12.645,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1263,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.52,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Pleuronectes platessa,Plaice,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,5.427,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1264,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.05,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Rhinonemus cimbrius,Four-bearded rockling,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,16.79,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1265,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.89,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Sebastes spp. ,Redfish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,15.044,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1266,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.63,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Trisopterus minutus,Poor cod,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,11.246,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1294,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,54.67,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Agonus cataphractus,Pogge,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1295,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.14,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Anarhichas lupus,Atlantic wolffish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1296,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.59,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Argentina spp.,Argentines,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1297,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.83,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Gadiculus argenteus,Silvery pout,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1298,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.22,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Glyptocephalus cynoglossus,Witch,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1299,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,60.51,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Lepidorhombus boscii,Fourspot megrim,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1300,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.86,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Limanda limanda,Dab,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,5.811,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1301,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.57,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Merlangius merlangus,Whiting,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1302,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.84,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Merluccius merluccius,Hake,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1303,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.06,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Microstomus kitt,Lemon sole,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1304,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.26,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Molva molva,Ling,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1305,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.51,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Non-bony fish,Taxa,Myxine glutinosa,Hagfish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1306,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.44,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Pollachius virens,Saithe,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1307,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,54.73,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Psetta maxima,Turbot,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1308,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.34,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Non-bony fish,Taxa,Scyliorhinus canicula,Small-spotted catshark,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,No change,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,Bottom temperature,No but trend demonstrated,NA,Not significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
