unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global,Deeper_shallower
267,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Non-bony fish,Taxa,Leucoraja ocellata,Winter skate,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,7.8,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
268,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Urophycis tenuis,White hake,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,8.5,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
269,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Alosa sapidissima,American shad,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,9.8,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
270,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Hippoglossus hippoglossus,Atlantic halibut,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,10.5,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
271,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Alosa pseudoharengus,Alewife,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,11.5,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
272,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Lophius americanus,Goosefish,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,11.9,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
273,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Pollachius virens,Pollock,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Positive,NA,13.6,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Consistent,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Deeper
177,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Agonus cataphractus,pogge,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Positive,NA,1.7,m,Calculated from manuscript or supplementary material,Not statistically significant,Positive,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature (Jan-Mar),Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
178,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Anarhichas lupus,Wolffish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-7.5,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
179,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Arnoglossus laterna,Scaldfish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-0.9,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
180,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Buglossidium luteum ,Solenette,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-0.6,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
183,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Glyptocephalus cynoglossus,Witch,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-0.9,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
186,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Limanda limanda,Dab,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Warm water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-1.2,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
188,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Melanogrammus aeglefinus,Haddock,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-2.3,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
189,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Merlangius merlangus,Whiting,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Exploited,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-3.2,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
190,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Merluccius merluccius,Hake,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Exploited,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-4.9,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
192,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Molva molva,Ling,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-10.4,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
196,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Non-bony fish,Taxa,Amblyraja radiata,Starry ray,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Positive,NA,1.1,m,Calculated from manuscript or supplementary material,Not statistically significant,Positive,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
197,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Rhinonemus cimbrius,four-beard rockling,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-3.7,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
198,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Non-bony fish,Taxa,Scyliorhinus canicula,lesser spotted dogfish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Positive,NA,2,m,Calculated from manuscript or supplementary material,Not statistically significant,Positive,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
200,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Non-bony fish,Taxa,Squalus acanthias,spurdog,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-5.8,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
201,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Trachinus vipera,lesser weaver,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Warm water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Positive,NA,0.6,m,Calculated from manuscript or supplementary material,Not statistically significant,Positive,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
202,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Trisopterus esmarkii,Norway pout,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Exploited,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Negative,NA,-2.9,m,Calculated from manuscript or supplementary material,Not statistically significant,Negative,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
348,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Non-bony fish,Taxa,Squalus acanthias,Spiny dogfish,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
349,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Non-bony fish,Taxa,Leucoraja erinacea,Little skate,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
350,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Clupea harengus,Atlantic herring,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
