unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global
1939,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Nannobrachium spp.,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,13.8863414,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1940,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Scopelogadus bispinosus,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,26.98863636,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1941,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Idiacanthus antrostomus,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,27.24358974,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1942,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Stomias atriventer,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,28.07971014,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1943,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Diogenichthys atlanticus,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,48.49837662,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1944,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Scopelosaurus spp.,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,54.6875,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1945,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Sternoptychidae,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,69.09845789,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1946,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Mycophum nitidulum,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,69.85294118,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1947,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Ceratoscopelus townsendi,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,88.24354658,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1948,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Aristostomias scintillans,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,90.27777778,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1949,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Vinciguerria lucetia,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,139.1152789,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1950,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Chiasmodon niger,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,166.6666667,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1951,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Hypophum reinhardtii,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,168.9814815,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
